CGPA,Internships,Projects,Workshops/Certification,AptitudeTestScore,Skill Test Score,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
3.64,0,3,2,81,4.7,No,No,82,68,NotPlaced
3.24,1,1,2,75,3.8,Yes,Yes,55,69,NotPlaced
3.56,2,3,0,84,4.6,Yes,Yes,76,83,Placed
3.38,1,3,1,77,4.6,Yes,Yes,57,69,Placed
3.42,0,3,1,85,4.3,Yes,Yes,77,65,Placed
3.33,1,1,0,76,4,No,No,68,65,NotPlaced
3.24,1,1,0,76,4.4,No,Yes,62,70,NotPlaced
2.98,1,1,1,76,4.6,No,No,65,69,NotPlaced
2.98,1,2,2,78,4.4,Yes,Yes,72,64,NotPlaced
3.73,1,3,2,90,4.8,Yes,Yes,83,84,Placed
3.91,2,3,2,86,4.7,Yes,Yes,73,88,Placed
2.89,1,1,1,85,3.9,No,No,79,63,NotPlaced
3.42,2,3,0,77,4.6,Yes,Yes,70,69,NotPlaced
3.78,2,2,0,85,4.5,Yes,Yes,71,78,Placed
3.56,1,2,0,68,4.5,Yes,No,62,65,NotPlaced
3.64,1,3,2,90,4.7,Yes,Yes,76,86,Placed
3.6,0,3,2,88,4.8,Yes,Yes,75,81,Placed
3.73,1,2,1,73,4,Yes,No,81,63,NotPlaced
3.69,1,3,1,67,3.7,Yes,Yes,66,68,NotPlaced
3.29,1,1,0,71,4.3,Yes,Yes,55,66,NotPlaced
3.78,1,1,2,77,4.3,Yes,Yes,80,81,Placed
3.47,1,2,1,74,4.2,No,Yes,66,70,NotPlaced
3.64,1,3,0,84,4.5,Yes,Yes,70,74,Placed
3.11,1,1,2,74,4.5,Yes,Yes,78,86,NotPlaced
3.73,0,1,2,79,3.9,Yes,Yes,80,80,NotPlaced
3.56,1,1,2,75,3.7,No,Yes,72,65,NotPlaced
3.33,1,1,1,69,3.6,No,Yes,55,71,NotPlaced
3.64,2,3,2,90,4.6,Yes,Yes,83,83,Placed
3.42,0,1,0,71,3.5,No,No,56,65,NotPlaced
3.82,0,2,2,81,4.4,Yes,Yes,82,83,Placed
3.64,1,3,0,89,4.8,Yes,Yes,80,88,NotPlaced
3.82,2,3,2,87,4.8,Yes,Yes,81,88,Placed
3.33,2,2,0,72,4.5,Yes,Yes,72,70,NotPlaced
3.2,1,1,1,79,4.3,No,No,55,75,NotPlaced
3.73,0,0,2,90,4.8,Yes,Yes,81,84,Placed
3.69,2,3,2,88,4.8,Yes,Yes,68,82,Placed
3.02,0,1,0,71,3.3,No,No,57,59,Placed
3.51,1,3,0,84,4.7,Yes,Yes,70,85,Placed
3.6,1,3,2,90,4.7,Yes,Yes,85,83,Placed
2.89,0,1,1,64,4.1,No,No,63,69,NotPlaced
3.42,1,3,0,78,4.4,Yes,No,55,62,NotPlaced
3.73,1,2,0,85,4.4,Yes,Yes,79,86,Placed
3.6,1,3,0,88,4,Yes,Yes,76,66,Placed
3.29,1,1,1,71,4.3,No,Yes,55,73,NotPlaced
3.29,1,2,0,80,4.6,No,Yes,76,71,Placed
3.82,2,3,2,90,4.8,Yes,Yes,81,81,Placed
3.38,1,1,0,79,4.8,No,Yes,69,71,NotPlaced
3.24,1,1,0,75,4.4,No,No,55,67,NotPlaced
3.33,0,2,0,79,3.7,No,No,78,85,Placed
3.42,0,3,1,84,4.2,Yes,No,67,85,NotPlaced
3.38,1,1,1,74,4.6,Yes,Yes,72,84,NotPlaced
3.69,0,3,0,88,4.7,Yes,Yes,73,74,Placed
2.93,1,2,0,70,4.1,Yes,Yes,55,62,NotPlaced
3.38,1,3,2,89,4.8,Yes,Yes,83,72,Placed
3.47,2,3,2,86,4.8,No,Yes,85,84,Placed
3.42,1,3,2,90,4.4,Yes,Yes,69,86,Placed
3.51,1,3,1,76,3.8,Yes,No,68,65,NotPlaced
3.38,1,2,1,65,4.2,No,Yes,62,62,NotPlaced
3.38,1,2,0,86,4.8,No,Yes,68,65,Placed
3.6,0,3,1,80,4.6,Yes,Yes,80,81,Placed
3.38,1,2,1,79,4.8,Yes,Yes,77,85,NotPlaced
3.42,1,2,1,61,4,No,No,55,66,NotPlaced
3.56,2,3,0,89,4.5,Yes,Yes,76,84,Placed
3.42,1,2,0,78,3.8,No,Yes,61,70,NotPlaced
3.38,0,1,1,61,3.4,No,Yes,55,72,NotPlaced
3.42,1,1,2,72,3.7,Yes,Yes,75,73,NotPlaced
3.6,2,3,2,90,4.7,Yes,Yes,75,86,Placed
3.51,1,1,0,71,4.4,No,Yes,79,71,NotPlaced
2.89,1,2,1,64,3.7,No,Yes,55,69,NotPlaced
3.6,2,3,2,90,4.8,Yes,Yes,82,81,Placed
2.93,2,2,0,73,4.1,No,No,59,68,NotPlaced
3.6,2,3,2,88,4.5,Yes,Yes,79,87,NotPlaced
3.29,1,2,0,69,3.8,No,No,55,64,NotPlaced
2.89,1,1,0,71,4.2,Yes,Yes,55,75,NotPlaced
3.51,1,3,1,77,4.1,Yes,Yes,78,69,NotPlaced
3.6,1,3,0,78,4,Yes,Yes,66,82,NotPlaced
3.73,2,3,2,89,4.6,Yes,Yes,87,84,Placed
3.47,1,1,0,77,4,Yes,Yes,83,66,Placed
3.73,0,3,2,81,4.8,Yes,No,77,84,Placed
3.87,1,2,0,80,4.5,Yes,Yes,55,64,Placed
3.29,1,3,1,81,4.4,No,Yes,70,67,NotPlaced
3.33,1,2,1,81,4.2,No,Yes,61,68,NotPlaced
3.64,2,3,0,88,4,Yes,Yes,75,75,Placed
3.73,2,3,2,87,4.8,Yes,No,87,87,Placed
3.87,2,3,2,83,4,Yes,Yes,77,83,Placed
3.42,1,2,0,88,4.1,Yes,Yes,55,64,NotPlaced
3.38,1,2,0,81,4.7,Yes,Yes,74,85,NotPlaced
3.78,2,3,2,90,4.8,No,Yes,90,83,Placed
3.51,2,2,2,90,4.8,Yes,No,83,82,Placed
2.93,1,1,1,80,3.9,Yes,Yes,84,81,NotPlaced
3.47,2,3,2,85,4.6,Yes,Yes,74,87,NotPlaced
3.6,2,3,0,77,4.8,Yes,Yes,80,71,Placed
3.2,1,2,1,74,3.7,No,No,55,72,NotPlaced
2.89,1,3,3,84,4.5,No,Yes,76,72,NotPlaced
3.64,2,2,1,74,4.2,No,Yes,76,69,Placed
3.56,1,3,2,90,4.8,Yes,Yes,80,84,Placed
3.42,1,3,0,85,4.8,Yes,No,68,87,Placed
3.64,1,3,0,87,3.7,Yes,Yes,74,88,Placed
3.78,2,3,2,90,4.8,Yes,Yes,85,87,Placed
3.29,1,1,0,62,4.1,No,No,75,66,NotPlaced
3.02,1,2,1,71,4.7,Yes,Yes,55,58,NotPlaced
3.6,1,3,2,90,4.8,Yes,Yes,83,88,Placed
3.29,1,2,0,82,4.3,No,Yes,60,66,NotPlaced
3.33,1,3,0,90,4.3,Yes,Yes,78,83,Placed
2.89,1,1,0,77,4.2,No,Yes,55,74,NotPlaced
2.93,1,1,2,76,4,Yes,Yes,71,85,NotPlaced
3.47,1,1,1,65,3.7,No,No,55,64,NotPlaced
3.51,1,3,2,82,4.4,Yes,Yes,70,86,NotPlaced
3.02,1,1,1,80,4.3,Yes,Yes,55,66,Placed
3.38,1,2,2,75,4.6,No,No,61,64,NotPlaced
3.87,2,3,2,85,4.4,Yes,Yes,81,84,Placed
3.82,1,3,2,90,4.8,Yes,Yes,70,88,Placed
3.38,0,1,1,73,3.3,No,No,56,62,NotPlaced
3.51,0,3,2,88,4.6,Yes,Yes,70,80,NotPlaced
3.64,1,1,1,76,4.1,No,No,58,80,NotPlaced
3.2,1,1,1,68,3.4,No,No,55,63,NotPlaced
3.69,2,3,2,68,3.9,Yes,No,77,84,Placed
3.38,1,2,2,82,4.8,Yes,Yes,64,80,NotPlaced
3.82,2,3,2,90,4.8,Yes,Yes,84,79,Placed
3.6,0,1,0,83,4.3,Yes,Yes,68,71,Placed
3.38,1,1,0,63,4.3,Yes,No,59,60,NotPlaced
3.73,1,1,0,78,4.3,Yes,Yes,55,69,Placed
3.47,2,3,2,85,4.7,Yes,Yes,87,85,Placed
3.82,2,3,2,90,4.8,Yes,Yes,71,88,Placed
3.38,1,2,0,79,4.2,No,No,55,84,NotPlaced
3.73,2,3,2,85,4.7,Yes,Yes,87,85,NotPlaced
3.29,0,2,0,73,3.7,No,Yes,55,71,NotPlaced
3.29,2,2,0,68,3.8,No,Yes,55,66,NotPlaced
3.16,2,1,3,71,4.8,Yes,No,72,71,NotPlaced
3.6,1,1,0,69,4.8,No,No,63,70,NotPlaced
3.47,1,3,0,89,4,No,Yes,72,84,Placed
2.93,1,1,0,81,4.4,Yes,Yes,74,75,NotPlaced
2.98,1,2,0,89,4.7,No,Yes,55,82,NotPlaced
3.78,2,3,0,85,4.7,Yes,Yes,73,85,NotPlaced
2.89,0,3,1,75,4.3,No,No,69,62,Placed
3.64,1,2,1,71,3.7,No,Yes,78,72,NotPlaced
3.11,1,2,0,67,3.5,No,Yes,55,63,NotPlaced
3.29,0,1,0,72,3.7,Yes,No,68,74,NotPlaced
3.47,1,2,2,90,4.3,Yes,Yes,75,64,NotPlaced
2.98,1,1,0,75,3.1,Yes,Yes,55,67,NotPlaced
3.38,1,3,0,87,4.4,Yes,Yes,80,88,NotPlaced
3.87,0,2,2,84,4.5,Yes,Yes,83,84,NotPlaced
3.69,2,3,0,82,3.5,Yes,No,82,80,NotPlaced
3.2,1,2,1,77,4.1,No,Yes,55,64,NotPlaced
3.42,1,3,0,76,4.5,Yes,No,69,64,Placed
2.89,1,1,1,62,4,No,No,55,60,NotPlaced
3.29,1,2,0,69,3.6,No,No,69,68,NotPlaced
3.56,0,3,1,90,4.8,Yes,Yes,74,88,NotPlaced
3.78,2,2,2,81,4.8,Yes,Yes,79,88,Placed
3.38,1,3,2,88,4.5,Yes,Yes,75,84,Placed
3.64,0,1,0,88,4,No,No,76,60,NotPlaced
3.2,1,1,0,66,3.9,Yes,No,61,67,NotPlaced
3.51,2,1,0,81,3.7,Yes,Yes,79,66,Placed
3.38,1,3,1,73,4.3,Yes,Yes,77,72,NotPlaced
3.33,1,3,0,78,3.6,No,Yes,72,84,NotPlaced
3.73,1,3,0,82,4.3,Yes,Yes,74,68,Placed
3.42,1,1,0,78,4.4,No,Yes,82,81,NotPlaced
2.89,0,2,2,88,4.6,No,Yes,71,72,NotPlaced
3.02,1,2,0,78,4.3,Yes,Yes,75,71,Placed
3.56,1,3,2,79,4.6,Yes,Yes,68,87,Placed
2.93,0,3,0,87,4.6,Yes,Yes,77,77,Placed
3.33,1,2,1,72,4.5,Yes,Yes,78,81,NotPlaced
3.64,2,2,2,80,4.5,Yes,Yes,80,85,Placed
3.33,1,2,1,72,4.4,No,Yes,58,68,NotPlaced
3.64,2,3,2,90,4.8,Yes,Yes,83,87,Placed
2.93,2,2,1,61,3.5,No,Yes,55,69,NotPlaced
3.29,1,2,1,68,4.2,No,Yes,57,64,NotPlaced
3.69,2,3,0,80,4.2,No,No,87,68,NotPlaced
3.6,2,3,2,89,4.8,Yes,Yes,87,87,Placed
3.64,2,3,2,88,4.8,Yes,Yes,67,86,NotPlaced
2.89,1,1,0,79,4,Yes,Yes,79,74,NotPlaced
3.87,1,2,0,74,4.8,No,No,74,83,NotPlaced
3.82,2,3,1,85,4.3,Yes,Yes,79,80,Placed
3.2,2,3,2,84,4,No,No,77,81,Placed
3.64,1,3,2,90,4.8,Yes,Yes,85,88,Placed
3.38,0,1,2,79,4.8,Yes,Yes,56,85,Placed
3.42,2,2,2,85,4.3,Yes,Yes,82,84,Placed
3.82,1,1,0,65,3.7,Yes,No,69,62,NotPlaced
3.51,2,3,2,85,4.7,Yes,Yes,90,84,Placed
3.33,1,1,0,65,3.9,No,Yes,58,69,NotPlaced
3.56,2,2,2,89,4.2,Yes,Yes,82,84,Placed
3.38,1,1,0,77,4.5,Yes,Yes,70,71,NotPlaced
3.69,0,2,0,78,4.5,No,Yes,78,66,Placed
3.73,2,3,2,90,4.8,Yes,Yes,75,88,Placed
2.89,0,1,2,76,4.1,Yes,Yes,79,65,NotPlaced
3.6,1,1,3,75,4,No,No,55,66,NotPlaced
3.73,2,3,2,90,4.8,Yes,Yes,84,79,Placed
3.47,0,2,1,79,4.7,No,Yes,56,72,NotPlaced
3.78,1,3,2,90,4.8,Yes,Yes,75,86,NotPlaced
2.89,1,1,1,83,4.4,No,No,55,74,NotPlaced
3.47,1,1,1,77,4.5,No,No,56,68,NotPlaced
2.98,1,2,1,82,4.3,Yes,Yes,77,80,Placed
2.89,0,2,0,77,4.4,No,Yes,68,84,NotPlaced
3.56,2,1,2,88,3.8,Yes,No,82,82,NotPlaced
3.33,1,1,0,75,4.1,Yes,Yes,61,70,NotPlaced
2.89,2,1,0,60,4.5,No,No,67,72,NotPlaced
3.33,1,3,0,83,4.1,Yes,Yes,78,81,Placed
2.89,2,1,1,82,4.8,No,Yes,75,71,NotPlaced
3.78,2,3,2,84,4.6,Yes,Yes,85,82,Placed
3.02,0,1,0,75,4.7,No,Yes,57,62,NotPlaced
3.78,2,3,0,89,4.2,Yes,Yes,78,87,Placed
3.42,1,2,2,61,3.8,Yes,Yes,72,61,NotPlaced
3.2,1,1,0,72,4.1,No,Yes,55,73,NotPlaced
2.89,0,1,0,66,3.5,No,No,55,67,NotPlaced
3.38,1,2,1,79,4.5,No,Yes,55,68,NotPlaced
3.33,1,1,0,68,3.6,No,Yes,69,62,NotPlaced
3.11,1,1,1,74,4.4,No,Yes,64,61,NotPlaced
3.73,2,3,0,85,4.6,Yes,Yes,81,72,NotPlaced
3.73,1,2,2,79,4.8,Yes,Yes,61,81,NotPlaced
3.42,0,3,2,86,4.7,Yes,Yes,78,84,Placed
3.69,1,1,0,75,4.2,Yes,Yes,86,86,Placed
3.91,1,2,2,77,4.3,Yes,Yes,74,79,Placed
2.89,1,3,0,90,4.6,Yes,Yes,84,80,Placed
3.38,2,1,0,73,4,No,Yes,82,75,Placed
2.89,1,1,0,72,4.5,No,No,55,66,NotPlaced
3.33,0,1,0,76,4.4,No,No,63,70,NotPlaced
3.38,1,1,1,72,4.6,Yes,Yes,56,66,Placed
3.64,1,2,0,78,3.8,No,Yes,55,80,NotPlaced
2.93,1,2,0,78,4.7,No,Yes,55,65,NotPlaced
3.33,1,1,0,69,3.8,No,Yes,62,60,NotPlaced
3.6,0,3,1,86,4.7,Yes,Yes,63,79,Placed
3.64,1,3,2,90,4.8,Yes,Yes,85,77,Placed
3.87,2,3,2,90,4.7,Yes,Yes,70,87,Placed
3.56,1,3,2,77,4.5,Yes,No,78,77,NotPlaced
3.33,1,2,1,75,3.7,No,Yes,56,68,NotPlaced
2.93,1,1,0,70,4.5,No,No,59,68,NotPlaced
3.64,1,2,2,88,4.4,Yes,Yes,81,85,Placed
3.78,2,3,2,89,4.8,Yes,Yes,81,78,Placed
3.82,1,3,2,76,4,No,No,71,88,NotPlaced
3.73,1,3,2,72,4.6,Yes,No,70,70,Placed
3.38,1,3,1,73,4.1,No,Yes,80,70,NotPlaced
3.73,1,3,2,90,4.8,Yes,Yes,69,87,Placed
3.69,2,3,2,88,4.8,Yes,Yes,87,88,Placed
3.73,2,3,2,88,4.5,Yes,Yes,90,79,Placed
3.87,2,3,2,83,4.8,Yes,Yes,79,86,Placed
3.38,1,2,0,76,4,No,No,62,61,NotPlaced
3.73,1,3,0,89,4.8,Yes,Yes,79,84,Placed
3.69,2,3,2,90,4.8,Yes,Yes,80,86,Placed
2.89,1,1,0,85,4.6,No,Yes,59,65,NotPlaced
3.07,0,2,1,71,3.2,No,No,55,65,NotPlaced
3.6,1,2,1,73,4.2,No,Yes,83,87,NotPlaced
3.42,1,2,0,80,4.6,No,Yes,57,68,NotPlaced
3.2,0,1,0,75,3.5,No,No,55,74,NotPlaced
3.69,1,1,2,74,4.1,Yes,Yes,55,66,NotPlaced
3.69,2,3,0,86,4.7,Yes,Yes,76,84,Placed
3.64,2,3,3,88,4.8,Yes,Yes,74,86,Placed
3.73,1,2,0,79,4.3,Yes,Yes,70,74,Placed
3.29,1,2,1,78,4.6,No,Yes,67,68,NotPlaced
3.51,1,2,2,84,4.6,No,Yes,67,64,NotPlaced
3.42,2,3,2,90,4.8,Yes,Yes,88,85,Placed
3.42,1,2,2,78,3.8,Yes,No,63,67,NotPlaced
3.87,0,2,1,80,4.8,Yes,Yes,82,79,Placed
3.02,0,2,1,65,4.8,No,Yes,55,71,NotPlaced
3.47,2,3,2,82,4.6,No,Yes,86,81,Placed
3.47,2,3,2,90,4.8,Yes,Yes,85,85,Placed
3.42,1,1,0,72,4.4,No,No,72,69,NotPlaced
3.64,2,2,2,70,4.2,Yes,No,56,71,NotPlaced
3.96,0,3,3,87,4.8,Yes,Yes,73,88,Placed
3.33,1,2,1,76,3.8,No,Yes,55,75,NotPlaced
3.69,1,3,2,82,4.8,Yes,Yes,81,83,Placed
3.56,1,3,2,90,4.4,Yes,Yes,72,82,Placed
2.93,0,1,1,69,4.2,No,No,55,68,NotPlaced
3.64,2,3,2,86,4.4,Yes,Yes,79,85,Placed
3.38,0,1,2,75,4.5,No,No,80,66,NotPlaced
2.93,0,2,0,64,3.3,No,Yes,57,65,NotPlaced
3.29,1,1,0,77,4,No,No,71,67,NotPlaced
2.93,2,3,0,73,4.5,Yes,Yes,75,72,NotPlaced
3.33,1,3,2,90,4.8,Yes,Yes,71,84,Placed
3.24,1,1,1,83,3.8,No,Yes,56,68,NotPlaced
2.93,0,2,1,63,4.1,No,No,57,62,NotPlaced
3.42,0,1,0,82,4.1,No,No,58,71,NotPlaced
3.42,0,1,1,87,3.9,Yes,No,75,82,NotPlaced
3.38,2,2,1,88,4.8,Yes,Yes,83,86,NotPlaced
2.89,1,1,0,77,3.6,Yes,Yes,60,74,NotPlaced
2.89,1,2,1,89,4,No,Yes,55,67,NotPlaced
3.69,1,3,1,73,4.7,Yes,No,71,65,NotPlaced
3.78,1,3,1,84,3.9,Yes,Yes,72,82,Placed
3.29,1,1,0,77,3.6,No,Yes,73,78,NotPlaced
2.93,1,3,2,89,4.5,Yes,Yes,71,88,Placed
3.38,1,1,1,71,4.2,Yes,Yes,63,63,NotPlaced
2.98,0,1,0,74,4.1,Yes,Yes,60,64,NotPlaced
3.38,0,1,2,75,4.2,Yes,No,77,83,NotPlaced
3.33,1,1,0,66,3.7,No,No,60,68,NotPlaced
2.89,1,1,0,74,4.2,No,Yes,55,78,NotPlaced
3.6,1,2,0,74,4.7,Yes,Yes,61,69,NotPlaced
3.33,1,3,0,77,4,Yes,Yes,55,65,NotPlaced
3.24,1,1,0,78,3.1,No,No,63,62,NotPlaced
3.56,1,3,2,89,4.3,Yes,Yes,84,88,Placed
3.69,1,1,0,81,4.5,Yes,No,80,68,Placed
2.89,1,1,1,85,4.8,No,Yes,55,61,NotPlaced
3.51,1,3,2,90,4.8,Yes,No,84,88,Placed
3.91,2,3,3,90,4.8,Yes,Yes,73,87,Placed
2.89,1,1,1,81,4.7,No,Yes,62,63,NotPlaced
3.33,0,1,0,88,4.7,No,No,61,60,NotPlaced
3.69,2,2,0,89,4.8,Yes,Yes,79,82,NotPlaced
3.29,1,1,1,60,4.3,Yes,Yes,80,75,NotPlaced
2.89,1,3,1,79,4.2,Yes,Yes,56,65,NotPlaced
3.69,1,2,0,82,4.5,Yes,Yes,71,67,Placed
3.87,1,3,2,85,4.8,Yes,Yes,75,85,Placed
3.6,1,1,2,68,3.2,No,Yes,55,70,NotPlaced
3.42,1,1,1,79,3.7,No,Yes,59,63,NotPlaced
3.64,2,3,2,90,4.8,Yes,Yes,90,84,Placed
3.02,2,3,0,82,4.7,Yes,Yes,86,81,Placed
3.29,1,1,0,77,3.8,No,No,55,65,NotPlaced
3.38,2,2,0,74,4,No,Yes,62,83,Placed
3.42,0,1,0,66,3.7,No,No,55,70,NotPlaced
3.78,0,3,2,76,4.8,Yes,No,74,81,Placed
3.82,2,3,1,90,4.8,Yes,Yes,75,83,Placed
3.33,1,1,1,73,3.5,No,Yes,58,69,NotPlaced
3.82,2,3,2,90,4.6,Yes,Yes,76,85,Placed
3.78,1,3,0,88,4.8,Yes,Yes,82,65,Placed
3.29,1,2,0,76,4.5,No,Yes,55,72,NotPlaced
3.73,1,3,2,76,4.5,Yes,Yes,82,83,Placed
3.29,2,3,1,77,4.4,Yes,Yes,78,65,NotPlaced
3.69,0,3,2,88,4.8,Yes,Yes,74,72,Placed
3.6,0,2,0,84,4.7,No,Yes,61,69,NotPlaced
3.78,2,3,2,71,4.6,Yes,Yes,74,83,Placed
3.69,0,2,2,81,4.4,Yes,No,68,87,Placed
3.64,2,1,1,90,4,No,Yes,55,66,NotPlaced
2.98,0,2,1,69,4.4,Yes,Yes,55,72,NotPlaced
2.93,1,1,0,74,4.6,No,Yes,55,75,NotPlaced
3.87,2,3,2,90,4.7,Yes,Yes,77,88,Placed
4,2,3,2,90,4.8,Yes,Yes,73,86,Placed
3.11,1,1,0,72,4.5,No,Yes,71,65,NotPlaced
3.2,1,3,1,71,4.4,Yes,Yes,58,68,NotPlaced
3.6,0,3,0,86,3.7,Yes,Yes,90,85,Placed
3.42,1,2,2,78,4.3,Yes,Yes,79,81,Placed
3.29,1,2,2,66,4.4,No,Yes,61,85,NotPlaced
3.64,1,2,1,86,4.5,Yes,Yes,74,83,Placed
3.6,1,2,2,74,4.4,Yes,Yes,79,86,Placed
3.29,1,1,0,69,4,No,Yes,64,74,NotPlaced
3.33,0,2,2,73,4.8,Yes,Yes,64,83,Placed
3.64,2,3,2,90,4.8,Yes,Yes,85,85,Placed
2.89,1,3,2,71,4.2,No,No,80,88,NotPlaced
3.38,1,1,0,69,3.9,No,Yes,64,62,NotPlaced
3.6,1,3,2,89,4.6,Yes,Yes,75,80,Placed
3.42,1,1,0,82,4.5,Yes,Yes,55,84,NotPlaced
3.64,2,3,3,90,4.5,Yes,Yes,80,86,NotPlaced
3.47,2,3,2,90,4.8,Yes,Yes,81,84,Placed
3.64,0,1,2,81,4.2,Yes,Yes,69,67,NotPlaced
3.69,1,3,2,90,4.8,Yes,Yes,84,83,Placed
3.47,1,1,1,70,4.1,No,Yes,79,66,NotPlaced
3.07,2,2,2,72,3.7,Yes,Yes,58,71,NotPlaced
3.51,1,3,2,90,4.4,Yes,Yes,80,84,Placed
3.33,1,2,1,65,4.1,No,No,68,73,NotPlaced
2.89,1,2,1,68,4.8,No,No,55,68,NotPlaced
3.64,1,1,2,76,4.5,Yes,Yes,58,81,Placed
3.51,2,3,2,87,4.8,Yes,Yes,83,69,Placed
3.2,1,2,2,82,4.5,Yes,No,55,61,NotPlaced
3.91,2,3,2,90,4.8,Yes,Yes,73,80,Placed
3.56,1,0,2,79,4.4,Yes,Yes,73,84,Placed
3.42,1,0,0,75,3.6,Yes,Yes,55,82,Placed
3.73,2,3,2,90,4.8,Yes,Yes,84,83,Placed
3.82,2,3,2,90,4.8,Yes,Yes,85,82,Placed
3.11,1,2,0,69,4.7,No,Yes,57,65,Placed
3.96,2,3,2,90,4.8,Yes,Yes,82,87,Placed
3.64,2,1,3,88,4.2,Yes,Yes,61,86,Placed
3.47,0,3,0,83,4.4,Yes,Yes,81,73,NotPlaced
3.78,0,3,0,84,4.5,Yes,Yes,73,65,Placed
3.56,2,3,2,90,4.8,Yes,Yes,77,82,Placed
3.2,0,1,0,73,4.4,No,Yes,86,76,NotPlaced
2.89,1,2,0,66,4.2,No,Yes,59,64,NotPlaced
3.56,2,1,0,78,4.6,No,No,63,71,Placed
2.89,1,1,0,72,4.8,No,No,68,70,NotPlaced
3.24,1,3,0,77,4.5,Yes,Yes,55,66,NotPlaced
3.69,2,3,2,90,4.8,Yes,Yes,81,87,Placed
3.33,0,1,1,70,4.5,No,Yes,55,64,NotPlaced
3.42,0,3,0,84,4.3,Yes,Yes,81,67,Placed
3.56,2,3,2,90,4.6,Yes,Yes,77,84,Placed
3.29,1,2,1,68,3.6,No,No,55,64,NotPlaced
3.69,2,3,0,90,4.8,Yes,Yes,77,83,Placed
2.89,1,3,2,77,4.2,Yes,Yes,78,81,NotPlaced
3.87,1,3,3,88,3.8,Yes,Yes,68,82,NotPlaced
3.73,2,3,2,90,4.8,Yes,Yes,85,88,Placed
3.42,2,1,0,83,4.6,No,Yes,63,64,NotPlaced
3.38,0,1,1,70,3.9,No,Yes,61,71,NotPlaced
3.42,1,1,0,71,4.1,Yes,Yes,75,70,NotPlaced
3.38,1,1,1,77,4,No,Yes,55,65,NotPlaced
3.29,1,1,1,78,3.7,No,Yes,55,64,Placed
3.33,1,1,1,75,4,No,No,55,74,NotPlaced
3.33,1,1,1,77,4.5,Yes,No,76,68,NotPlaced
3.2,1,1,1,72,4.5,Yes,Yes,61,73,NotPlaced
3.16,0,1,0,87,4.4,No,Yes,75,65,Placed
3.16,0,3,0,80,4.4,Yes,No,80,83,Placed
3.38,1,2,2,76,4.8,Yes,Yes,68,85,NotPlaced
3.38,2,2,1,88,4.6,Yes,Yes,79,86,NotPlaced
3.33,0,2,1,77,3.8,Yes,Yes,75,73,NotPlaced
3.24,1,1,1,72,3.5,No,Yes,55,67,NotPlaced
3.64,1,1,2,82,4.8,Yes,Yes,78,82,Placed
3.78,2,3,2,79,4.8,No,No,72,69,NotPlaced
3.64,1,2,0,67,4.1,No,Yes,56,78,NotPlaced
3.69,0,2,1,89,4.7,No,Yes,56,69,Placed
3.69,2,3,2,90,4.8,Yes,Yes,87,76,Placed
3.82,1,2,2,78,4.8,Yes,Yes,84,87,Placed
3.42,1,3,3,84,4.7,Yes,Yes,78,73,NotPlaced
3.56,0,3,0,76,3.6,Yes,Yes,83,71,NotPlaced
3.29,1,2,2,78,4.7,No,Yes,70,70,Placed
3.33,1,2,2,89,4.8,Yes,Yes,78,75,Placed
3.38,1,3,2,84,4.6,Yes,Yes,67,86,Placed
2.98,1,2,1,89,4.4,No,Yes,65,58,NotPlaced
3.91,2,3,0,88,4.7,No,Yes,58,87,Placed
2.89,0,2,0,74,3.5,No,No,61,61,NotPlaced
3.64,1,1,0,71,4,No,Yes,56,66,NotPlaced
3.42,1,3,1,71,4.6,Yes,No,55,72,NotPlaced
3.33,1,1,0,72,4.4,Yes,Yes,55,61,Placed
3.73,1,1,0,72,3.8,No,No,59,62,NotPlaced
3.56,1,1,1,77,4.7,No,Yes,55,71,NotPlaced
3.33,0,3,1,65,4.2,No,No,58,67,NotPlaced
3.82,1,3,0,82,4.3,Yes,Yes,71,82,Placed
3.82,1,3,0,88,4.5,Yes,Yes,78,67,NotPlaced
2.93,1,3,1,70,4.7,Yes,Yes,55,62,Placed
3.07,2,3,0,86,4.6,No,Yes,70,85,NotPlaced
3.29,1,2,0,71,3.7,No,Yes,55,62,NotPlaced
3.64,1,2,1,77,3.7,Yes,Yes,75,83,Placed
3.38,1,2,1,77,4.4,No,Yes,55,68,NotPlaced
3.6,1,3,2,75,3.9,Yes,Yes,74,83,NotPlaced
3.64,1,1,2,72,4.1,No,Yes,79,69,NotPlaced
3.56,2,3,2,79,4.8,No,No,74,79,Placed
3.33,2,2,2,90,4.3,Yes,Yes,85,83,Placed
3.51,1,1,0,80,4.4,Yes,Yes,74,86,NotPlaced
2.98,0,1,0,75,4.2,No,No,60,81,NotPlaced
3.38,1,2,1,86,4.8,Yes,Yes,72,81,Placed
3.42,2,1,0,68,4.6,No,No,65,62,NotPlaced
3.78,1,3,0,85,4.8,Yes,Yes,79,81,Placed
2.93,1,1,0,69,3.8,No,Yes,61,64,NotPlaced
3.11,1,3,2,85,4.3,No,Yes,74,72,Placed
3.64,1,2,2,84,4.5,Yes,Yes,68,63,Placed
2.89,1,3,2,84,4.7,No,No,58,69,NotPlaced
3.56,0,2,2,87,4.7,Yes,No,72,83,NotPlaced
3.11,0,1,1,85,4.8,Yes,No,55,63,NotPlaced
